sequence,scheduledTimeSec,readStartTimeSec,sampleTimeSec,readDurationSec,startLatenessSec,deadlineMiss,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm
257,1.28,1.28,1.396154,0.002465,0,0,-0.4,-10.8,-2.2,1.05,0.18,-0.04
258,1.285,1.285,1.401124,0.002436,0,0,-0.3,-10.7,-2.1,1.04,0.17,-0.04
259,1.29,1.29,1.405062,0.001374,0,0,-0.3,-10.8,-1.6,1.05,0.17,-0.04
260,1.295,1.295,1.410112,0.001424,0,0,-0.3,-10.8,-1.7,1.04,0.17,-0.04
261,1.3,1.3,1.416094,0.002406,0,0,-0.4,-10.9,-2,1.04,0.18,-0.04
262,1.305,1.305,1.420045,0.001357,0,0,-0.4,-10.8,-2.1,1.04,0.18,-0.04
263,1.31,1.31,1.425406,0.001718,0,0,-0.5,-10.8,-2.1,1.04,0.18,-0.04
264,1.315,1.315,1.431154,0.002466,0,0,-0.5,-10.9,-2.8,1.04,0.19,-0.04
265,1.32,1.32,1.435143,0.001455,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.04
266,1.325,1.325,1.440274,0.001586,0,0,-0.4,-10.7,-3.1,1.03,0.19,-0.04
267,1.33,1.33,1.446121,0.002433,0,0,-0.4,-10.8,-2.9,1.04,0.18,-0.04
268,1.335,1.335,1.450066,0.001377,0,0,-0.3,-10.8,-2.8,1.04,0.19,-0.04
269,1.34,1.34,1.455178,0.00149,0,0,-0.2,-10.7,-2.2,1.04,0.17,-0.04
270,1.345,1.345,1.461257,0.002568,0,0,-0.2,-10.7,-2.8,1.03,0.18,-0.04
271,1.35,1.35,1.465343,0.001656,0,0,-0.2,-10.8,-2.3,1.04,0.17,-0.04
272,1.355,1.355,1.470349,0.001661,0,0,-0.3,-10.7,-2.3,1.04,0.17,-0.04
273,1.36,1.36,1.476187,0.002499,0,0,-0.5,-10.7,-2.5,1.05,0.19,-0.04
274,1.365,1.365,1.481082,0.002394,0,0,-0.5,-10.8,-2.7,1.04,0.2,-0.04
275,1.37,1.37,1.485141,0.001453,0,0,-0.4,-10.8,-2.8,1.04,0.19,-0.04
276,1.375,1.375,1.491269,0.002581,0,0,-0.5,-10.8,-2.9,1.03,0.2,-0.04
277,1.38,1.380001,1.496156,0.002467,9.99999999917733e-07,0,-0.6,-10.8,-3.2,1.03,0.21,-0.04
278,1.385,1.385,1.500231,0.001543,0,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
279,1.39,1.390001,1.505328,0.001639,9.99999999917733e-07,0,-0.2,-10.8,-2.8,1.03,0.18,-0.04
280,1.395,1.395,1.511142,0.002454,0,0,-0.2,-10.8,-2.2,1.04,0.18,-0.04
281,1.4,1.400001,1.515074,0.001386,9.99999999917733e-07,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
282,1.405,1.405,1.520157,0.001469,0,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
283,1.41,1.41,1.526244,0.002556,0,0,-0.1,-10.7,-3.1,1.03,0.18,-0.04
284,1.415,1.415,1.531097,0.002409,0,0,-0.2,-10.7,-2.9,1.04,0.18,-0.04
285,1.42,1.42,1.535065,0.001377,0,0,-0.2,-10.8,-2.7,1.04,0.18,-0.04
286,1.425,1.425,1.541089,0.002401,0,0,-0.3,-10.7,-2.4,1.04,0.18,-0.04
287,1.43,1.43,1.546079,0.00239,0,0,-0.3,-10.7,-2.6,1.03,0.19,-0.04
288,1.435,1.435,1.550062,0.001374,0,0,-0.3,-10.7,-2.9,1.03,0.19,-0.04
289,1.44,1.44,1.555159,0.001471,0,0,-0.6,-10.8,-3,1.04,0.2,-0.04
290,1.445,1.445,1.561174,0.002486,0,0,-0.5,-10.8,-3,1.04,0.19,-0.04
291,1.45,1.45,1.566094,0.002406,0,0,-0.3,-10.8,-2.7,1.03,0.19,-0.04
292,1.455,1.455,1.570064,0.001376,0,0,-0.4,-10.8,-2.7,1.04,0.19,-0.04
293,1.46,1.46,1.576075,0.002387,0,0,-0.4,-10.7,-2.9,1.04,0.19,-0.04
294,1.465,1.465,1.580047,0.00136,0,0,-0.4,-10.8,-3.2,1.03,0.2,-0.04
295,1.47,1.47,1.5852,0.001512,0,0,-0.4,-10.8,-3,1.03,0.2,-0.04
296,1.475,1.475,1.591124,0.002437,0,0,-0.4,-10.9,-2.8,1.03,0.19,-0.04
297,1.48,1.48,1.596087,0.002399,0,0,-0.4,-10.8,-3.1,1.03,0.2,-0.04
298,1.485,1.485,1.600175,0.001487,0,0,-0.4,-10.8,-3.4,1.02,0.2,-0.04
299,1.49,1.49,1.60514,0.001452,0,0,-0.3,-10.7,-3.2,1.03,0.19,-0.04
300,1.495,1.495,1.611102,0.002414,0,0,-0.3,-10.8,-3.1,1.03,0.18,-0.04
301,1.5,1.5,1.615057,0.001369,0,0,-0.3,-10.8,-3.2,1.03,0.19,-0.04
302,1.505,1.505001,1.620059,0.00137,9.99999999917733e-07,0,-0.2,-10.9,-2.7,1.04,0.19,-0.04
303,1.51,1.51,1.626138,0.00245,0,0,-0.3,-10.8,-3.6,1.03,0.2,-0.05
304,1.515,1.515001,1.631082,0.002393,9.99999999917733e-07,0,-0.2,-10.7,-3,1.03,0.18,-0.04
305,1.52,1.52,1.635046,0.001358,0,0,-0.3,-10.8,-3,1.04,0.18,-0.04
306,1.525,1.525001,1.640285,0.001597,9.99999999917733e-07,0,-0.6,-10.8,-3.7,1.03,0.2,-0.05
307,1.53,1.53,1.646088,0.0024,0,0,-0.3,-10.7,-3,1.03,0.18,-0.04
308,1.535,1.535001,1.650069,0.00138,9.99999999917733e-07,0,-0.4,-10.7,-3.6,1.03,0.19,-0.04
309,1.54,1.54,1.655094,0.001405,0,0,-0.5,-10.9,-3.7,1.03,0.19,-0.04
310,1.545,1.545,1.66112,0.002432,0,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
311,1.55,1.55,1.665059,0.00137,0,0,-0.4,-10.8,-3.1,1.03,0.19,-0.04
312,1.555,1.555,1.670043,0.001356,0,0,-0.3,-10.8,-3,1.03,0.19,-0.04
313,1.56,1.56,1.67611,0.002422,0,0,-0.1,-10.8,-3.2,1.03,0.18,-0.04
314,1.565,1.565,1.681052,0.002364,0,0,-0.2,-10.8,-3.2,1.03,0.18,-0.04
315,1.57,1.57,1.685174,0.001486,0,0,-0.3,-10.7,-3.2,1.03,0.19,-0.05
316,1.575,1.575,1.690302,0.001614,0,0,-0.5,-10.7,-3.4,1.03,0.2,-0.05
317,1.58,1.58,1.696177,0.002489,0,0,-0.4,-10.7,-3.3,1.03,0.19,-0.04
318,1.585,1.585,1.700155,0.001468,0,0,-0.2,-10.7,-2.6,1.04,0.18,-0.04
319,1.59,1.59,1.705111,0.001423,0,0,-0.3,-10.8,-2,1.04,0.17,-0.04
320,1.595,1.595,1.711054,0.002366,0,0,-0.3,-10.9,-2.4,1.04,0.18,-0.04
321,1.6,1.6,1.716167,0.002479,0,0,-0.2,-10.9,-2.7,1.03,0.18,-0.04
322,1.605,1.605,1.720085,0.001397,0,0,-0.2,-10.8,-2.2,1.04,0.18,-0.04
323,1.61,1.61,1.725255,0.001568,0,0,-0.4,-10.9,-2.6,1.04,0.19,-0.04
324,1.615,1.615,1.731092,0.002404,0,0,-0.3,-10.8,-2.6,1.03,0.18,-0.04
325,1.62,1.62,1.73506,0.001372,0,0,-0.4,-10.9,-2.8,1.04,0.18,-0.04
326,1.625,1.625002,1.740627,0.001938,2.00000000005751e-06,0,-0.4,-10.9,-2.7,1.04,0.19,-0.04
327,1.63,1.630003,1.745689,0.001999,2.99999999997524e-06,0,-0.3,-10.8,-3,1.04,0.18,-0.04
328,1.635,1.635,1.751185,0.002497,0,0,-0.3,-10.8,-2.7,1.03,0.18,-0.04
329,1.64,1.640001,1.755266,0.001578,9.99999999917733e-07,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
330,1.645,1.645001,1.760482,0.001794,9.99999999917733e-07,0,-0.4,-10.8,-3.5,1.03,0.21,-0.05
331,1.65,1.650001,1.766416,0.002727,9.99999999917733e-07,0,-0.6,-10.8,-3.1,1.04,0.2,-0.04
332,1.655,1.655001,1.770499,0.001811,9.99999999917733e-07,0,-0.4,-10.8,-2.3,1.04,0.18,-0.04
333,1.66,1.660002,1.775967,0.002277,1.99999999983547e-06,0,-0.4,-10.9,-2.1,1.04,0.19,-0.04
334,1.665,1.665001,1.782025,0.00334,9.99999999917733e-07,0,-0.5,-10.8,-2.5,1.04,0.19,-0.04
335,1.67,1.670002,1.786075,0.002389,2.00000000005751e-06,0,-0.4,-10.8,-2.2,1.04,0.18,-0.03
336,1.675,1.675002,1.790774,0.002086,2.00000000005751e-06,0,-0.5,-10.9,-2.7,1.03,0.19,-0.04
337,1.68,1.680002,1.796409,0.002718,2.00000000005751e-06,0,-0.4,-10.9,-3.2,1.03,0.19,-0.04
338,1.685,1.685,1.800072,0.001384,0,0,-0.4,-10.9,-3,1.03,0.19,-0.04
339,1.69,1.69,1.805175,0.001487,0,0,-0.1,-10.8,-2.6,1.04,0.17,-0.04
340,1.695,1.695,1.811391,0.002702,0,0,-0.1,-10.8,-2.7,1.04,0.17,-0.04
341,1.7,1.7,1.815126,0.001438,0,0,-0.2,-10.8,-2.5,1.04,0.18,-0.04
342,1.705,1.705,1.82021,0.001522,0,0,-0.2,-10.7,-2.7,1.04,0.18,-0.04
343,1.71,1.710002,1.826078,0.002391,2.00000000005751e-06,0,-0.4,-10.7,-2.9,1.03,0.18,-0.04
344,1.715,1.715001,1.831625,0.002938,9.99999999917733e-07,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
345,1.72,1.720001,1.835688,0.001999,9.99999999917733e-07,0,-0.2,-10.7,-1.7,1.05,0.17,-0.03
346,1.725,1.725,1.840809,0.002122,0,0,-0.3,-10.7,-2.5,1.04,0.18,-0.04
347,1.73,1.73,1.846389,0.0027,0,0,-0.3,-10.8,-2,1.05,0.17,-0.04
348,1.735,1.735,1.850076,0.001388,0,0,-0.2,-10.8,-2.1,1.05,0.17,-0.04
349,1.74,1.74,1.856177,0.002489,0,0,-0.3,-10.8,-2,1.04,0.18,-0.04
350,1.745,1.745,1.861223,0.002535,0,0,-0.4,-10.7,-2.4,1.04,0.19,-0.04
351,1.75,1.75,1.865103,0.001415,0,0,-0.5,-10.8,-3.1,1.03,0.2,-0.05
352,1.755,1.755001,1.870173,0.001485,9.99999999917733e-07,0,-0.5,-10.9,-3.6,1.03,0.21,-0.05
353,1.76,1.76,1.876134,0.002446,0,0,-0.6,-10.8,-3,1.04,0.2,-0.05
354,1.765,1.765001,1.88008,0.001391,9.99999999917733e-07,0,-0.6,-10.8,-3.1,1.04,0.2,-0.05
355,1.77,1.77,1.885153,0.001465,0,0,-0.6,-10.8,-2.8,1.04,0.2,-0.04
356,1.775,1.775001,1.89109,0.002402,9.99999999917733e-07,0,-0.5,-10.8,-2.1,1.05,0.19,-0.04
357,1.78,1.78,1.896104,0.002416,0,0,-0.3,-10.8,-2.1,1.05,0.18,-0.03
358,1.785,1.785001,1.900063,0.001374,9.99999999917733e-07,0,-0.4,-10.8,-2.5,1.04,0.18,-0.04
359,1.79,1.79,1.906089,0.002401,0,0,-0.3,-10.8,-2.9,1.03,0.18,-0.04
360,1.795,1.795,1.911104,0.002416,0,0,-0.2,-10.7,-2.5,1.04,0.17,-0.04
361,1.8,1.8,1.915044,0.001356,0,0,-0.2,-10.8,-2.4,1.04,0.18,-0.04
362,1.805,1.805,1.921107,0.002419,0,0,-0.1,-10.7,-2.8,1.03,0.17,-0.04
363,1.81,1.81,1.926186,0.002497,0,0,-0.1,-10.8,-2.7,1.03,0.17,-0.04
364,1.815,1.815,1.930074,0.001386,0,0,-0.2,-10.7,-2.7,1.03,0.18,-0.04
365,1.82,1.82,1.935432,0.001744,0,0,-0.3,-10.6,-2.5,1.03,0.18,-0.03
366,1.825,1.825,1.941103,0.002415,0,0,-0.3,-10.6,-2.8,1.04,0.18,-0.04
367,1.83,1.83,1.945047,0.001359,0,0,-0.4,-10.7,-3.1,1.04,0.19,-0.04
368,1.835,1.835,1.950162,0.001474,0,0,-0.4,-10.8,-3,1.04,0.19,-0.04
369,1.84,1.84,1.956289,0.002602,0,0,-0.4,-10.6,-3.1,1.03,0.19,-0.04
370,1.845,1.845,1.96118,0.002493,0,0,-0.5,-10.6,-2.8,1.04,0.19,-0.04
371,1.85,1.85,1.965063,0.001375,0,0,-0.5,-10.6,-2.8,1.03,0.19,-0.04
372,1.855,1.855,1.971063,0.002376,0,0,-0.4,-10.6,-2.9,1.03,0.19,-0.04
373,1.86,1.86,1.975052,0.001364,0,0,-0.4,-10.7,-3,1.03,0.19,-0.04
374,1.865,1.865,1.980039,0.001351,0,0,-0.6,-10.7,-3.6,1.03,0.21,-0.04
375,1.87,1.87,1.986032,0.002344,0,0,-0.6,-10.7,-3.6,1.02,0.21,-0.04
376,1.875,1.875,1.991072,0.002384,0,0,-0.6,-10.7,-3,1.03,0.2,-0.04
377,1.88,1.880001,1.995073,0.001384,9.99999999917733e-07,0,-0.4,-10.8,-3.1,1.04,0.2,-0.04
378,1.885,1.885,2.001221,0.002533,0,0,-0.3,-10.8,-2.8,1.04,0.19,-0.04
379,1.89,1.890001,2.006099,0.00241,9.99999999917733e-07,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
380,1.895,1.895,2.010058,0.001369,0,0,-0.2,-10.7,-2.9,1.03,0.18,-0.04
381,1.9,1.900001,2.016076,0.002387,9.99999999917733e-07,0,-0.2,-10.8,-2.4,1.03,0.18,-0.04
382,1.905,1.905,2.021113,0.002425,0,0,-0.3,-10.8,-2.6,1.03,0.19,-0.04
383,1.91,1.910002,2.025215,0.001525,1.99999999983547e-06,0,-0.2,-10.7,-2.8,1.03,0.18,-0.04
384,1.915,1.915,2.031133,0.002445,0,0,-0.2,-10.8,-3,1.03,0.19,-0.04
385,1.92,1.92,2.036089,0.002401,0,0,-0.3,-10.9,-3.2,1.03,0.2,-0.04
386,1.925,1.925,2.040154,0.001466,0,0,-0.3,-10.9,-3,1.03,0.19,-0.04
387,1.93,1.93,2.04517,0.001482,0,0,-0.2,-10.8,-2.8,1.04,0.18,-0.04
388,1.935,1.935,2.051098,0.00241,0,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
389,1.94,1.94,2.055112,0.001425,0,0,-0.3,-10.7,-3.6,1.03,0.19,-0.04
390,1.945,1.945,2.060229,0.00154,0,0,-0.3,-10.8,-3.5,1.03,0.19,-0.04
391,1.95,1.95,2.066073,0.002385,0,0,-0.2,-10.7,-3.1,1.03,0.18,-0.04
392,1.955,1.955,2.071219,0.002531,0,0,-0.2,-10.7,-3.2,1.03,0.18,-0.04
393,1.96,1.96,2.075135,0.001447,0,0,-0.4,-10.7,-3.6,1.03,0.2,-0.05
394,1.965,1.965,2.081161,0.002473,0,0,-0.3,-10.8,-2.8,1.03,0.19,-0.04
395,1.97,1.97,2.086161,0.002473,0,0,-0.4,-10.8,-2.5,1.04,0.19,-0.04
396,1.975,1.975,2.090121,0.001433,0,0,-0.4,-10.7,-2.7,1.03,0.19,-0.05
397,1.98,1.98,2.096079,0.002391,0,0,-0.3,-10.7,-2.5,1.04,0.19,-0.04
398,1.985,1.985,2.101056,0.002368,0,0,-0.3,-10.8,-2.9,1.03,0.19,-0.04
399,1.99,1.99,2.105028,0.00134,0,0,-0.3,-10.8,-2.3,1.04,0.17,-0.04
400,1.995,1.995,2.111084,0.002396,0,0,-0.6,-10.8,-2.9,1.03,0.19,-0.04
401,2,2,2.116055,0.002367,0,0,-0.5,-10.7,-2.5,1.03,0.18,-0.04
402,2.005,2.005,2.120027,0.00134,0,0,-0.4,-10.7,-2.8,1.03,0.19,-0.04
403,2.01,2.010002,2.125328,0.001639,1.99999999983547e-06,0,-0.2,-10.7,-3,1.03,0.19,-0.04
404,2.015,2.015,2.131085,0.002397,0,0,-0.3,-10.7,-2.9,1.03,0.18,-0.04
405,2.02,2.02,2.136045,0.002358,0,0,-0.3,-10.8,-3.1,1.03,0.18,-0.04
406,2.025,2.025,2.140172,0.001485,0,0,-0.3,-10.8,-3.2,1.04,0.19,-0.04
407,2.03,2.030001,2.146107,0.002419,9.99999999695689e-07,0,-0.3,-10.8,-3.2,1.03,0.2,-0.04
408,2.035,2.035,2.151192,0.002505,0,0,-0.4,-10.9,-3.3,1.03,0.19,-0.04
409,2.04,2.04,2.155044,0.001357,0,0,-0.2,-10.8,-2,1.04,0.17,-0.04
410,2.045,2.045,2.161175,0.002487,0,0,-0.2,-10.8,-2.4,1.04,0.18,-0.04
411,2.05,2.05,2.166081,0.002394,0,0,-0.4,-10.8,-2.7,1.03,0.18,-0.04
412,2.055,2.055,2.170139,0.001451,0,0,-0.4,-10.8,-2.6,1.04,0.18,-0.04
413,2.06,2.060001,2.175384,0.001695,1.00000000013978e-06,0,-0.5,-10.8,-3,1.03,0.19,-0.04
414,2.065,2.065,2.181129,0.002441,0,0,-0.4,-10.7,-3.3,1.03,0.19,-0.04
415,2.07,2.07,2.185187,0.0015,0,0,-0.5,-10.8,-3.7,1.03,0.2,-0.04
416,2.075,2.075,2.190191,0.001503,0,0,-0.4,-10.8,-3.6,1.03,0.2,-0.04
417,2.08,2.08,2.196122,0.002434,0,0,-0.3,-10.7,-3.6,1.03,0.19,-0.04
418,2.085,2.085,2.200067,0.001379,0,0,-0.3,-10.7,-3.5,1.03,0.19,-0.05
419,2.09,2.09,2.205098,0.00141,0,0,-0.3,-10.7,-3.8,1.02,0.2,-0.04
420,2.095,2.095003,2.211033,0.002345,2.99999999997524e-06,0,-0.6,-10.8,-3.9,1.03,0.22,-0.04
421,2.1,2.100002,2.216343,0.002653,1.99999999983547e-06,0,-0.7,-10.8,-3.5,1.03,0.21,-0.05
422,2.105,2.105,2.220055,0.001367,0,0,-0.6,-10.9,-3.3,1.04,0.21,-0.04
423,2.11,2.11,2.225236,0.001548,0,0,-0.5,-10.9,-2.8,1.04,0.2,-0.04
424,2.115,2.115001,2.231436,0.002748,9.99999999695689e-07,0,-0.5,-10.9,-2.8,1.03,0.19,-0.04
425,2.12,2.120001,2.235236,0.001548,9.99999999695689e-07,0,-0.4,-10.8,-2.3,1.04,0.18,-0.04
426,2.125,2.125,2.241148,0.00246,0,0,-0.3,-10.7,-2.4,1.04,0.17,-0.04
427,2.13,2.13,2.246053,0.002365,0,0,-0.4,-10.8,-2.5,1.04,0.18,-0.04
428,2.135,2.135001,2.250038,0.001349,9.99999999695689e-07,0,-0.3,-10.8,-3.3,1.03,0.19,-0.04
429,2.14,2.14,2.255296,0.001608,0,0,-0.3,-10.9,-3.1,1.04,0.2,-0.04
430,2.145,2.145,2.26123,0.002541,0,0,-0.4,-10.9,-3.1,1.04,0.19,-0.04
431,2.15,2.15,2.265059,0.001372,0,0,-0.3,-10.8,-3.1,1.04,0.18,-0.04
432,2.155,2.155001,2.270094,0.001405,9.99999999695689e-07,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
433,2.16,2.16,2.276096,0.002408,0,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
434,2.165,2.165,2.280085,0.001398,0,0,-0.3,-10.8,-2.1,1.04,0.18,-0.04
435,2.17,2.17,2.285149,0.001461,0,0,-0.3,-10.7,-2.1,1.04,0.18,-0.04
436,2.175,2.175001,2.291072,0.002383,9.99999999695689e-07,0,-0.2,-10.7,-2,1.04,0.17,-0.03
437,2.18,2.18,2.295062,0.001374,0,0,-0.3,-10.8,-2.1,1.04,0.18,-0.04
438,2.185,2.185,2.300151,0.001463,0,0,-0.4,-10.7,-2.4,1.04,0.18,-0.04
439,2.19,2.19,2.306092,0.002404,0,0,-0.3,-10.7,-2.6,1.04,0.18,-0.04
440,2.195,2.195,2.311071,0.002383,0,0,-0.3,-10.8,-3.2,1.03,0.18,-0.04
441,2.2,2.2,2.315057,0.001369,0,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
442,2.205,2.205,2.32108,0.002392,0,0,-0.3,-10.7,-2.7,1.03,0.18,-0.04
443,2.21,2.21,2.326146,0.002458,0,0,-0.4,-10.7,-3.2,1.03,0.18,-0.04
444,2.215,2.215,2.330044,0.001356,0,0,-0.4,-10.8,-2.9,1.03,0.18,-0.04
445,2.22,2.22,2.335182,0.001494,0,0,-0.4,-10.8,-2.6,1.04,0.18,-0.04
446,2.225,2.225,2.3411,0.002412,0,0,-0.4,-10.8,-2.7,1.04,0.18,-0.04
447,2.23,2.23,2.345033,0.001345,0,0,-0.5,-10.8,-2.1,1.04,0.17,-0.04
448,2.235,2.235,2.350181,0.001493,0,0,-0.3,-10.8,-2,1.05,0.17,-0.04
449,2.24,2.24,2.356117,0.002429,0,0,-0.3,-10.8,-2.5,1.04,0.17,-0.04
450,2.245,2.245,2.360076,0.001388,0,0,-0.5,-10.8,-3.2,1.04,0.19,-0.04
451,2.25,2.25,2.365187,0.001499,0,0,-0.5,-10.8,-3.1,1.04,0.19,-0.04
452,2.255,2.255,2.371187,0.002499,0,0,-0.3,-10.7,-3,1.04,0.18,-0.04
453,2.26,2.260001,2.376115,0.002426,9.99999999695689e-07,0,-0.4,-10.7,-2.3,1.04,0.17,-0.04
454,2.265,2.265,2.380017,0.001329,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
455,2.27,2.27,2.386129,0.002441,0,0,-0.3,-10.8,-2.3,1.04,0.18,-0.03
456,2.275,2.275,2.390071,0.001383,0,0,-0.4,-10.9,-2.6,1.04,0.19,-0.04
457,2.28,2.280001,2.395153,0.001463,9.99999999695689e-07,0,-0.4,-10.9,-2.5,1.04,0.19,-0.04
458,2.285,2.285,2.401121,0.002433,0,0,-0.5,-10.8,-2.7,1.04,0.2,-0.04
459,2.29,2.29,2.405094,0.001407,0,0,-0.6,-10.8,-2.6,1.04,0.19,-0.04
460,2.295,2.295,2.410114,0.001426,0,0,-0.4,-10.7,-2.6,1.03,0.19,-0.04
461,2.3,2.300001,2.416093,0.002404,9.99999999695689e-07,0,-0.4,-10.7,-3.3,1.03,0.2,-0.04
462,2.305,2.305,2.421034,0.002347,0,0,-0.2,-10.7,-2.7,1.03,0.18,-0.04
463,2.31,2.31,2.425035,0.001347,0,0,-0.2,-10.7,-3,1.03,0.19,-0.04
464,2.315,2.315,2.43112,0.002432,0,0,-0.3,-10.7,-2.9,1.03,0.18,-0.04
465,2.32,2.32,2.436032,0.002344,0,0,-0.3,-10.8,-3,1.03,0.18,-0.04
466,2.325,2.325,2.440015,0.001327,0,0,-0.3,-10.9,-3.1,1.04,0.19,-0.04
467,2.33,2.33,2.446109,0.002421,0,0,-0.3,-10.8,-3.3,1.03,0.19,-0.05
468,2.335,2.335,2.451053,0.002366,0,0,-0.2,-10.7,-2.8,1.03,0.18,-0.04
469,2.34,2.34,2.455027,0.001339,0,0,-0.2,-10.8,-2.7,1.04,0.17,-0.04
470,2.345,2.345,2.460137,0.001449,0,0,-0.2,-10.6,-2.9,1.03,0.18,-0.04
471,2.35,2.35,2.466144,0.002456,0,0,-0.2,-10.7,-3.2,1.03,0.18,-0.04
472,2.355,2.355,2.471102,0.002414,0,0,-0.2,-10.7,-3,1.03,0.19,-0.04
473,2.36,2.36,2.475042,0.001354,0,0,-0.4,-10.7,-3,1.04,0.19,-0.04
474,2.365,2.365,2.481109,0.002421,0,0,-0.3,-10.8,-2.6,1.04,0.18,-0.04
475,2.37,2.370001,2.486192,0.002505,9.99999999695689e-07,0,-0.3,-10.7,-2.2,1.04,0.18,-0.03
476,2.375,2.375,2.490105,0.001417,0,0,-0.4,-10.7,-2.7,1.04,0.18,-0.04
477,2.38,2.38,2.496173,0.002484,0,0,-0.4,-10.7,-2.3,1.04,0.18,-0.04
478,2.385,2.385001,2.50107,0.002381,9.99999999695689e-07,0,-0.4,-10.8,-2.8,1.04,0.2,-0.04
479,2.39,2.39,2.505038,0.00135,0,0,-0.3,-10.8,-2.6,1.04,0.19,-0.04
480,2.395,2.395,2.511173,0.002484,0,0,-0.2,-10.7,-3.1,1.03,0.18,-0.04
481,2.4,2.4,2.515025,0.001337,0,0,-0.2,-10.8,-3.2,1.03,0.18,-0.05
482,2.405,2.405001,2.52008,0.001391,9.99999999695689e-07,0,-0.1,-10.7,-3.1,1.03,0.17,-0.04
483,2.41,2.41,2.526178,0.002491,0,0,-0.2,-10.8,-3,1.03,0.18,-0.04
484,2.415,2.415,2.531068,0.00238,0,0,-0.3,-10.8,-3.3,1.03,0.18,-0.05
485,2.42,2.42,2.535117,0.00143,0,0,-0.3,-10.8,-3.6,1.03,0.19,-0.04
486,2.425,2.425001,2.541119,0.00243,9.99999999695689e-07,0,-0.4,-10.7,-3.7,1.03,0.19,-0.04
487,2.43,2.43,2.545079,0.001391,0,0,-0.5,-10.8,-3.7,1.03,0.2,-0.04
488,2.435,2.435,2.550267,0.001579,0,0,-0.4,-10.7,-2.6,1.04,0.18,-0.04
489,2.44,2.44,2.556139,0.002451,0,0,-0.3,-10.8,-1.7,1.04,0.18,-0.03
490,2.445,2.445,2.561118,0.00243,0,0,-0.2,-10.8,-1.8,1.04,0.17,-0.03
491,2.45,2.45,2.565096,0.001408,0,0,-0.4,-10.8,-2.5,1.04,0.19,-0.04
492,2.455,2.455,2.571203,0.002515,0,0,-0.5,-10.8,-3.1,1.03,0.19,-0.04
493,2.46,2.46,2.576114,0.002426,0,0,-0.6,-10.8,-3.7,1.03,0.21,-0.04
494,2.465,2.465,2.580033,0.001345,0,0,-0.5,-10.8,-3,1.03,0.2,-0.03
495,2.47,2.47,2.586141,0.002453,0,0,-0.4,-10.8,-2.9,1.03,0.19,-0.04
496,2.475,2.475,2.591146,0.002458,0,0,-0.4,-10.9,-2.8,1.04,0.19,-0.03
497,2.48,2.48,2.595041,0.001353,0,0,-0.4,-10.8,-2.6,1.04,0.19,-0.03
498,2.485,2.485,2.601122,0.002434,0,0,-0.5,-10.9,-2.8,1.04,0.2,-0.04
499,2.49,2.49,2.606085,0.002397,0,0,-0.6,-10.9,-3,1.04,0.2,-0.04
500,2.495,2.495,2.610053,0.001365,0,0,-0.4,-10.8,-2.9,1.04,0.2,-0.04
501,2.5,2.5,2.615422,0.001734,0,0,-0.3,-10.7,-3.4,1.03,0.2,-0.04
502,2.505,2.505,2.621167,0.002472,0,0,-0.4,-10.7,-3,1.04,0.19,-0.04
503,2.51,2.510001,2.625152,0.001463,9.99999999695689e-07,0,-0.4,-10.7,-2.9,1.04,0.19,-0.05
504,2.515,2.515,2.630263,0.001575,0,0,-0.3,-10.6,-2.5,1.03,0.18,-0.04
505,2.52,2.52,2.636112,0.002424,0,0,-0.5,-10.8,-2.7,1.03,0.19,-0.04
506,2.525,2.525,2.640033,0.001345,0,0,-0.5,-10.7,-3.2,1.03,0.19,-0.04
507,2.53,2.530001,2.645311,0.001621,9.99999999695689e-07,0,-0.6,-10.7,-3.3,1.04,0.2,-0.04
508,2.535,2.535,2.651111,0.002423,0,0,-0.5,-10.8,-3.5,1.04,0.2,-0.05
509,2.54,2.54,2.655036,0.001348,0,0,-0.5,-10.7,-3.7,1.03,0.2,-0.05
510,2.545,2.545002,2.660485,0.001794,2.00000000027956e-06,0,-0.3,-10.6,-2.9,1.04,0.18,-0.04
511,2.55,2.550001,2.666116,0.002427,9.99999999695689e-07,0,-0.3,-10.7,-2.7,1.04,0.18,-0.04
512,2.555,2.555,2.670054,0.001366,0,0,-0.4,-10.7,-3.7,1.03,0.19,-0.04
513,2.56,2.56,2.675212,0.001524,0,0,-0.4,-10.8,-3.3,1.03,0.19,-0.04
514,2.565,2.565,2.681077,0.002389,0,0,-0.5,-10.7,-2.9,1.04,0.19,-0.04
515,2.57,2.57,2.685031,0.001343,0,0,-0.4,-10.8,-3.3,1.04,0.19,-0.04
